accession,label
GCA_000195535.1&&1468736_272_2_1_9092,TypeV
GCA_000195535.1&&1468989_1004_2_2_9092,TypeV
GCA_000195555.1&&1128213_293_2_2_4874,TypeII
GCA_000195555.1&&1128592_734_2_3_4874,TypeII
GCA_000195995.1&&2926948_917_2_2_4969,TypeI
GCA_000196055.1&&950814_341_1_3_3834,TypeII
GCA_000196135.1&&1529854_998_1_2_5392,TypeII
GCA_000199675.1&&2686873_1013_1_7_5885,TypeIII
GCA_000199675.1&&2687886_290_1_8_5885,TypeIII
GCA_000204075.1&&5225621_1001_1_7_6043,TypeI
GCA_000204075.1&&5226684_272_1_8_6043,TypeI
GCA_000204625.1&&1322471_323_2_2_9141,TypeII
GCA_000204625.1&&1322791_914_2_3_9141,TypeII
GCA_000209815.1&&307556_908_2_3_2489,TypeII
GCA_000210375.1&&3590130_284_2_1_1157,TypeIII
GCA_000210375.1&&3590467_974_2_2_1157,TypeIII
GCA_000210735.1&&2154986_290_1_6_1487,TypeI
GCA_000210855.2&&3100256_293_2_1_8674,TypeI
GCA_000210855.2&&3100549_920_2_2_8674,TypeI
GCA_000213215.1&&1585566_854_1_9_3412,TypeI
GCA_000214275.3&&3134115_1721_2_2_5054,TypeI
GCA_000214355.1&&3385765_275_1_8_805,TypeIII
GCA_000214415.1&&219364_968_1_5_9573,TypeI
GCA_000214415.1&&220329_257_2_6_9573,TypeI
GCA_000215645.1&&112792_299_2_1_10842,TypeI
GCA_000215995.1&&855549_257_2_6_3986,TypeI
GCA_000217795.1&&1418938_290_1_9_1211,TypeIII
GCA_000218625.1&&1724225_281_2_8_6531,TypeIII
GCA_000218625.1&&1724503_1010_2_9_6531,TypeIII
GCA_000224475.1&&194794_272_2_1_9305,TypeI
GCA_000224475.1&&195069_995_2_2_9305,TypeI
GCA_000224965.2&&1509814_1607_2_5_5853,TypeI
GCA_000224985.1&&1039396_908_2_2_3497,TypeIII
GCA_000225955.1&&1365051_1067_2_5_1313,TypeIII
GCA_000227665.3&&1369730_947_2_6_2982,TypeI
GCA_000227685.3&&1091521_974_1_5_5073,TypeI
GCA_000227685.3&&1092495_299_1_6_5073,TypeI
GCA_000227685.3&&1961867_284_2_3_9614,TypeIII
GCA_000227685.3&&1975228_404_2_10_9614,TypeIII
GCA_000227685.3&&1976539_284_2_11_9614,TypeIII
GCA_000227685.3&&2990406_977_2_6_645,TypeI
GCA_000227705.3&&3285169_263_2_1_3535,TypeI
GCA_000230715.3&&3429520_992_1_7_9324,TypeI
GCA_000230715.3&&3430514_260_1_8_9324,TypeI
GCA_000231015.3&&976850_986_1_2_10344,TypeI
GCA_000231015.3&&977839_287_1_3_10344,TypeI
GCA_000231175.1&&3158303_1652_1_1_6723,TypeI
GCA_000235405.3&&1596689_278_2_2_6803,TypeIII
GCA_000236585.1&&1330500_269_2_7_7161,TypeIII
GCA_000237085.1&&2474888_290_2_3_4827,TypeIII
GCA_000237085.1&&2475172_995_2_4_4827,TypeIII
GCA_000237865.1&&402080_995_1_7_6894,TypeI
GCA_000237865.1&&403078_272_1_8_6894,TypeI
GCA_000237975.1&&3249494_263_2_1_2648,TypeI
GCA_000241815.1&&74556_281_2_1_6910,TypeIII
GCA_000242455.3&&3418604_254_1_1_1690,TypeI
GCA_000242455.3&&487933_299_2_1_4574,TypeI
GCA_000242455.3&&488288_1655_2_2_4574,TypeI
GCA_000242935.3&&727553_296_2_1_10587,TypeV
GCA_000242935.3&&727855_1754_2_2_10587,TypeV
GCA_000246985.3&&3301_257_1_1_7809,TypeI
GCA_000247545.1&&985229_275_1_8_2803,TypeI
GCA_000247715.1&&3984128_287_2_1_10038,TypeI
GCA_000247715.1&&3984422_1655_2_2_10038,TypeI
GCA_000248095.3&&1306142_902_2_1_857,TypeI
GCA_000253395.1&&969387_329_1_2_6211,TypeIII
GCA_000255475.1&&1171708_998_1_7_5658,TypeI
GCA_000255615.3&&882203_626_1_6_9863,TypeIII
GCA_000255615.3&&883079_290_1_7_9863,TypeIII
GCA_000258425.1&&58466_290_1_9_10597,TypeI
GCA_000262125.1&&3526201_293_2_1_5635,TypeI
GCA_000262675.1&&905872_329_2_8_7955,TypeIII
GCA_000265465.1&&2223350_896_2_2_2941,TypeII
GCA_000270245.1&&1242875_1877_1_6_9345,TypeIII
GCA_000270245.1&&1244728_299_1_7_9345,TypeIII
GCA_000271905.2&&963591_920_1_7_9914,TypeI
GCA_000277345.1&&1509705_293_2_4_4093,TypeI
GCA_000279145.1&&930931_263_2_1_977,TypeI
GCA_000281175.1&&1530579_278_2_1_4121,TypeIII
GCA_000283515.1&&1915261_290_1_7_8820,TypeI
GCA_000283555.1&&670097_290_1_7_10105,TypeI
GCA_000298655.1&&368068_980_1_5_5682,TypeI
GCA_000306825.1&&28343_371_2_1_8085,TypeI
GCA_000307585.2&&419024_263_2_1_3634,TypeI
GCA_000307915.1&&4325777_284_1_6_2349,TypeIII
GCA_000309945.1&&1036159_293_2_1_8179,TypeI
GCA_000309945.1&&1036595_977_2_2_8179,TypeI
GCA_000309945.1&&5268420_293_1_7_7261,TypeI
GCA_000316575.1&&1331471_293_2_1_11283,TypeI
GCA_000316575.1&&1331761_977_2_2_11283,TypeI
GCA_000316575.1&&3049017_281_2_10_7825,TypeIII
GCA_000316575.1&&3053445_2021_2_12_7825,TypeIII
GCA_000316625.1&&3303747_278_2_10_8275,TypeIII
GCA_000316625.1&&3304025_1040_2_11_8275,TypeIII
GCA_000316625.1&&3308170_2018_2_12_8275,TypeIII
GCA_000317025.1&&2418273_992_1_7_5278,TypeIII
GCA_000317085.1&&2791403_989_2_2_6296,TypeIII
GCA_000317105.1&&6238808_347_2_1_1271,TypeI
GCA_000317145.1&&2089334_293_2_1_5759,TypeI
GCA_000317635.1&&1439880_983_1_1_3962,TypeIII
GCA_000317635.1&&767684_1004_1_11_2564,TypeIII
GCA_000317635.1&&768718_272_1_12_2564,TypeIII
GCA_000317655.1&&3031277_293_2_1_8223,TypeI
GCA_000317655.1&&3031575_1667_2_2_8223,TypeI
GCA_000317855.1&&1132966_311_2_2_2968,TypeII
GCA_000321415.2&&2531529_977_2_6_2152,TypeI
GCA_000327045.1&&1387338_293_2_1_6996,TypeI
GCA_000327045.1&&1387637_1727_2_2_6996,TypeI
GCA_000327045.1&&352694_284_1_7_8681,TypeIII
GCA_000327045.1&&353041_341_1_8_8681,TypeIII
GCA_000328625.1&&933603_245_1_2_420,TypeI
GCA_000328785.1&&2995452_290_2_1_2735,TypeI
GCA_000328785.1&&3249935_1640_2_2_2065,TypeI
GCA_000328805.1&&3148337_1016_2_2_8112,TypeIII
GCA_000328845.1&&3165376_287_2_1_10982,TypeI
GCA_000331025.1&&2573628_1010_2_6_1229,TypeI
GCA_000331735.1&&10098660_293_2_1_1158,TypeI
GCA_000338775.1&&1667746_917_2_3_1019,TypeI
GCA_000340315.1&&1669827_917_2_3_434,TypeI
GCA_000340565.3&&3455505_1010_1_9_11431,TypeIII
GCA_000340565.3&&3456512_284_1_10_11431,TypeIII
GCA_000340605.1&&469216_305_2_2_125,TypeII
GCA_000340725.1&&1397764_305_2_2_9542,TypeII
GCA_000340725.1&&1398074_872_2_3_9542,TypeII
GCA_000347595.1&&844834_326_2_1_10895,TypeII
GCA_000349885.2&&1788953_278_2_1_8247,TypeI
GCA_000355675.1&&2351468_293_2_1_586,TypeI
GCA_000364745.1&&594896_914_1_4_10775,TypeI
GCA_000376645.1&&1576694_293_1_6_9285,TypeI
GCA_000376665.1&&131699_164_1_8_6240,TypeIII
GCA_000382585.2&&3953193_1001_2_6_4310,TypeI
GCA_000382585.2&&407408_923_1_7_3215,TypeI
GCA_000414215.1&&1509560_293_2_4_6230,TypeI
GCA_000414215.1&&1509865_1607_2_5_6230,TypeI
GCA_000418325.1&&605491_2003_1_4_945,TypeI
GCA_000418325.1&&607555_290_1_5_945,TypeI
GCA_000427075.1&&931678_869_1_2_2080,TypeII
GCA_000438605.1&&2972160_278_1_8_9372,TypeI
GCA_000463345.3&&1434126_980_2_6_11144,TypeI
GCA_000466065.2&&1533844_890_2_2_9740,TypeII
GCA_000468915.2&&1533457_890_2_2_7595,TypeII
GCA_000470975.2&&4588221_293_2_1_1407,TypeV
GCA_000470975.2&&4588524_1667_2_2_1407,TypeV
GCA_000473995.1&&2820450_290_2_1_3306,TypeI
GCA_000484505.1&&1491212_1004_2_2_10048,TypeI
GCA_000484535.1&&4275127_275_2_3_9252,TypeIII
GCA_000486915.2&&1023895_917_1_7_7795,TypeI
GCA_000493595.1&&934050_983_1_1_732,TypeI
GCA_000512395.1&&289120_980_1_5_5760,TypeI
GCA_000550805.1&&2281013_917_1_2_3292,TypeII
GCA_000572095.1&&684854_323_1_3_11281,TypeII
GCA_000576125.1&&701814_977_2_6_9123,TypeI
GCA_000623575.2&&2961983_293_2_1_1687,TypeI
GCA_000624475.2&&2961980_293_2_1_3764,TypeI
GCA_000624995.2&&2962276_920_2_2_584,TypeI
GCA_000626115.2&&2962276_920_2_2_10341,TypeI
GCA_000698885.1&&1145561_905_2_1_11106,TypeI
GCA_000710505.1&&1669867_992_2_2_1828,TypeIII
GCA_000710505.1&&4541740_296_2_1_4642,TypeI
GCA_000710505.1&&4542033_977_2_2_4642,TypeI
GCA_000724795.2&&358164_932_2_2_1416,TypeII
GCA_000732425.1&&1147472_311_2_2_8738,TypeII
GCA_000734015.1&&1460368_992_1_8_3194,TypeI
GCA_000734035.1&&1847178_1037_2_8_11235,TypeI
GCA_000734035.1&&543145_275_2_2_5406,TypeIII
GCA_000734035.1&&543417_941_2_3_5406,TypeIII
GCA_000739065.1&&430989_968_1_6_864,TypeI
GCA_000739065.1&&431954_263_2_7_864,TypeI
GCA_000739455.1&&2436865_1601_1_4_10838,TypeI
GCA_000756505.1&&2221500_344_2_1_14,TypeII
GCA_000758345.1&&3728365_980_1_1_7912,TypeI
GCA_000758685.1&&1386790_290_1_7_1844,TypeI
GCA_000761135.1&&363238_305_1_3_3600,TypeII
GCA_000763575.1&&2348142_263_2_2_6825,TypeI
GCA_000763575.1&&2348407_992_2_3_6825,TypeI
GCA_000767685.1&&103739_1601_2_2_10726,TypeI
GCA_000800805.1&&1019951_971_1_3_4192,TypeV
GCA_000800805.1&&1020919_272_1_4_4192,TypeV
GCA_000816145.1&&1069911_989_2_9_8370,TypeIII
GCA_000818055.1&&1509499_293_2_4_7260,TypeI
GCA_000827835.1&&2852558_995_1_6_4766,TypeI
GCA_000827835.1&&2853550_272_1_7_4766,TypeI
GCA_000828975.1&&3242650_902_2_2_7437,TypeII
GCA_000830865.1&&1455994_890_2_2_10063,TypeII
GCA_000831145.1&&966432_869_1_2_7556,TypeII
GCA_000833165.1&&1162385_1004_1_3_9187,TypeV
GCA_000833165.1&&1163370_272_1_4_9187,TypeV
GCA_000833165.1&&1828800_293_2_2_8774,TypeII
GCA_000833165.1&&1829251_956_2_3_8774,TypeII
GCA_000833315.1&&1323165_1004_1_3_10289,TypeV
GCA_000833315.1&&1324150_272_1_4_10289,TypeV
GCA_000833375.1&&1313852_293_2_2_404,TypeII
GCA_000833375.1&&1314303_956_2_3_404,TypeII
GCA_000833375.1&&657406_1004_1_3_2887,TypeV
GCA_000833375.1&&658391_272_1_4_2887,TypeV
GCA_000833475.1&&68326_293_2_2_6236,TypeII
GCA_000833475.1&&69151_581_2_3_6236,TypeII
GCA_000833535.1&&209913_581_2_2_6446,TypeII
GCA_000833555.1&&360311_581_1_2_6778,TypeII
GCA_000834435.1&&2341437_980_2_6_4784,TypeI
GCA_000834755.1&&544404_980_2_6_1572,TypeI
GCA_000834825.1&&586759_980_2_6_4078,TypeI
GCA_000834885.1&&581137_980_2_6_11404,TypeI
GCA_000834905.1&&2143792_980_2_6_4257,TypeI
GCA_000834945.1&&2090145_980_2_6_10890,TypeI
GCA_000834965.1&&1295007_293_2_2_5545,TypeII
GCA_000834965.1&&1295458_956_2_3_5545,TypeII
GCA_000834965.1&&573007_1004_1_3_6162,TypeV
GCA_000834965.1&&573992_272_1_4_6162,TypeV
GCA_000940845.1&&419700_302_2_1_4553,TypeI
GCA_000940845.1&&419999_1601_2_2_4553,TypeI
GCA_000961155.1&&4496616_1034_1_6_5289,TypeI
GCA_000961235.1&&4497287_290_1_7_2087,TypeI
GCA_000963635.1&&1040114_1013_1_5_10321,TypeI
GCA_000965745.1&&1251352_1031_2_2_7508,TypeI
GCA_000969985.1&&835182_779_2_6_5334,TypeI
GCA_000970005.1&&2070243_1007_1_6_4182,TypeIII
GCA_000970045.1&&3723258_1007_1_6_6251,TypeIII
GCA_000970205.1&&900418_989_1_7_9777,TypeI
GCA_000970205.1&&901404_266_1_8_9777,TypeI
GCA_000970225.1&&803290_290_2_2_7853,TypeIII
GCA_000970225.1&&803650_971_2_3_7853,TypeIII
GCA_000970265.1&&2979801_290_1_6_5018,TypeI
GCA_000970285.1&&2394773_956_1_6_7666,TypeIII
GCA_000970285.1&&2395771_305_1_7_7666,TypeIII
GCA_000971575.2&&1723980_347_1_3_4923,TypeII
GCA_000973065.1&&3907932_284_2_1_8935,TypeIII
GCA_000973065.1&&3908267_1013_2_2_8935,TypeIII
GCA_000978535.1&&1762678_263_2_7_9114,TypeIII
GCA_000978785.2&&604396_581_1_2_7596,TypeII
GCA_000980815.1&&592694_305_2_1_6497,TypeII
GCA_000982975.1&&1546928_1004_2_6_3660,TypeI
GCA_001007915.1&&1068474_923_2_2_703,TypeI
GCA_001008015.1&&883180_1004_1_1_10471,TypeIII
GCA_001008335.2&&3317817_1625_1_6_3505,TypeI
GCA_001011115.1&&840474_263_1_8_2698,TypeI
GCA_001011135.1&&687460_581_1_2_9081,TypeII
GCA_001011135.1&&688573_293_1_3_9081,TypeII
GCA_001011675.1&&1343224_338_1_3_3729,TypeII
GCA_001027005.1&&2214917_290_2_2_6989,TypeIII
GCA_001027005.1&&2215351_971_2_3_6989,TypeIII
GCA_001039695.2&&1162935_293_2_1_1388,TypeI
GCA_001042675.1&&1341326_1031_2_2_7729,TypeI
GCA_001042695.1&&468356_332_1_3_2892,TypeII
GCA_001051095.1&&800799_869_1_2_9861,TypeII
GCA_001077795.1&&880732_899_2_2_2057,TypeII
GCA_001187975.3&&4042838_980_2_6_5905,TypeI
GCA_001188635.1&&944718_305_2_2_9475,TypeII
GCA_001188715.1&&2378653_980_1_1_1874,TypeI
GCA_001189275.1&&230442_884_2_3_11220,TypeI
GCA_001262115.1&&287033_293_2_2_10648,TypeII
GCA_001262115.1&&287858_581_2_3_10648,TypeII
GCA_001263815.1&&2092061_290_2_1_8462,TypeIII
GCA_001266655.1&&1094414_260_1_10_2571,TypeI
GCA_001266695.1&&1093140_908_1_9_208,TypeI
GCA_001266715.1&&1094414_260_1_10_6513,TypeI
GCA_001277215.2&&3000154_917_2_2_5008,TypeI
GCA_001277295.1&&3732348_977_1_7_7687,TypeI
GCA_001277295.1&&3733322_293_1_8_7687,TypeI
GCA_001277295.1&&4547301_281_1_2_1253,TypeIII
GCA_001296125.1&&1100770_305_2_2_8728,TypeII
GCA_001314265.1&&2171253_770_2_2_6957,TypeIII
GCA_001402875.1&&1771583_1814_2_2_6142,TypeI
GCA_001402875.1&&2459850_290_1_7_6032,TypeI
GCA_001412615.1&&303803_236_2_5_10571,TypeI
GCA_001432245.1&&2731748_905_2_9_3103,TypeIII
GCA_001433455.1&&2053554_266_1_3_2469,TypeIII
GCA_001433955.1&&287823_1007_1_8_4815,TypeIII
GCA_001443305.1&&3211523_284_1_2_5938,TypeI
GCA_001455105.1&&1301587_323_2_1_10646,TypeIII
GCA_001455125.1&&1567153_323_2_1_478,TypeIII
GCA_001459775.1&&1171138_305_2_1_5027,TypeI
GCA_001465275.1&&5244655_752_2_2_2784,TypeI
GCA_001481595.1&&1665013_917_1_1_3973,TypeI
GCA_001481635.1&&26152_917_1_1_10540,TypeI
GCA_001481725.1&&169605_290_1_7_5733,TypeI
GCA_001484065.1&&3361441_1031_1_6_6585,TypeI
GCA_001484685.1&&1128222_257_2_6_3904,TypeI
GCA_001516325.2&&2890318_974_2_6_5745,TypeI
GCA_001535565.1&&1099177_869_2_3_8103,TypeII
GCA_001543325.1&&580519_992_1_5_2162,TypeIII
GCA_001543325.1&&581492_290_1_6_2162,TypeIII
GCA_001544675.1&&3125626_341_2_1_866,TypeIII
GCA_001544705.1&&3132636_341_2_1_6990,TypeIII
GCA_001544775.1&&3076037_1016_2_2_9947,TypeIII
GCA_001544985.1&&3116704_341_2_1_11274,TypeIII
GCA_001544985.1&&3117046_1016_2_2_11274,TypeIII
GCA_001545055.1&&3142582_1016_2_2_6688,TypeIII
GCA_001547755.1&&1077113_329_2_1_8360,TypeII
GCA_001548075.1&&4264505_1985_1_1_2384,TypeIII
GCA_001548075.1&&4266997_287_1_2_2384,TypeIII
GCA_001548155.2&&2722277_1814_1_5_1838,TypeI
GCA_001548155.2&&2724203_305_1_6_1838,TypeI
GCA_001548255.1&&68105_905_1_1_5566,TypeIII
GCA_001548375.1&&4255849_293_2_1_1218,TypeI
GCA_001548375.1&&4256322_977_2_2_1218,TypeI
GCA_001548395.1&&5301644_275_1_10_3004,TypeIII
GCA_001548435.1&&3477432_977_1_7_8171,TypeI
GCA_001548435.1&&3479001_221_1_8_8171,TypeI
GCA_001553625.1&&2229416_1013_2_2_10310,TypeI
GCA_001554015.1&&1019093_317_2_1_9703,TypeIII
GCA_001557535.2&&1347949_1040_2_2_8946,TypeI
GCA_001559175.2&&1803409_869_2_3_10657,TypeII
GCA_001577525.1&&1034987_278_2_1_7077,TypeIII
GCA_001583435.1&&2306949_326_2_2_5753,TypeIII
GCA_001583435.1&&2308211_278_2_4_5753,TypeIII
GCA_001592385.1&&503156_293_1_7_1173,TypeI
GCA_001602455.1&&1209265_932_2_2_1200,TypeII
GCA_001610735.1&&176340_992_1_2_10121,TypeII
GCA_001610735.1&&177339_299_1_3_10121,TypeII
GCA_001611275.1&&1433496_290_1_7_9762,TypeI
GCA_001611905.1&&3440037_284_2_1_9265,TypeIII
GCA_001611905.1&&3440374_974_2_2_9265,TypeIII
GCA_001612515.1&&981049_293_1_8_6640,TypeI
GCA_001618685.1&&2891988_263_2_2_736,TypeI
GCA_001618685.1&&2892263_914_2_3_736,TypeI
GCA_001641185.1&&944381_329_1_2_6679,TypeII
GCA_001648175.1&&283826_977_2_6_3963,TypeI
GCA_001663795.1&&685949_869_2_3_1485,TypeII
GCA_001663815.1&&911813_1013_2_7_3124,TypeIII
GCA_001663815.1&&912810_413_2_8_3124,TypeIII
GCA_001663815.1&&913220_284_2_9_3124,TypeIII
GCA_001677075.2&&187743_992_1_2_198,TypeII
GCA_001677075.2&&188742_299_1_3_198,TypeII
GCA_001677395.1&&2377347_329_1_2_10091,TypeII
GCA_001680065.1&&1286700_287_2_2_6811,TypeII
GCA_001680065.1&&1286996_983_2_3_6811,TypeII
GCA_001682135.1&&304612_1550_1_5_10243,TypeI
GCA_001682135.1&&306159_284_1_6_10243,TypeI
GCA_001682215.1&&1981985_2270_1_5_5892,TypeIII
GCA_001682215.1&&1984249_290_1_6_5892,TypeIII
